timestamp_position,lon,lat,speed,course,marked_value,dbscan_label
2019-01-30 16:32:00,33.52795,34.578116666666666,9.4,269.0,0,0
2019-01-30 16:40:00,33.50204155971667,34.57724547888866,9.61101557478414,,0,0
2019-01-30 16:50:00,33.47079992244352,34.5764344543098,9.60749236652459,,0,0
2019-01-30 17:00:00,33.43934064309733,34.575619655122054,9.618853301961641,,0,0
2019-01-30 17:10:00,33.40655520641687,34.57899532591095,9.59237815481422,,0,0
2019-01-30 17:20:00,33.374358313564215,34.58522362993832,9.552305063251575,,0,0
2019-01-30 17:30:00,33.342135483102126,34.59185778198575,9.524238471651852,,0,0
2019-01-30 17:40:00,33.310681016767816,34.5986023360304,9.508722126450337,,0,0
2019-01-30 17:50:00,33.28010947487729,34.605757865375864,9.467735831972064,,0,0
2019-01-30 18:00:00,33.25022853857646,34.61409415599541,9.379211317144232,,0,0
2019-01-30 18:10:00,33.21957437012103,34.62343439551863,9.18168408310451,,0,0
2019-01-30 18:20:00,33.18739893975308,34.63323964670872,8.723467638635741,,0,0
2019-01-30 18:30:00,33.15629984740954,34.64302528519782,7.754422820899454,,0,0
2019-01-30 18:40:00,33.13323437413803,34.650691522830584,6.271169988899053,,0,0
2019-01-30 18:50:00,33.1179438666689,34.65561578815585,4.875000259995725,,0,0
2019-01-30 19:00:00,33.10623894475424,34.659252715823605,3.883095083626114,,0,0
2019-01-30 19:10:00,33.09624666812555,34.662563345826044,3.0111939131274794,,0,0
2019-01-30 19:20:00,33.088847931224564,34.66470996426318,2.1960427558651308,,0,0
2019-01-30 19:30:00,33.085016047351665,34.66577225538274,1.514918626632483,,0,1
2019-01-30 19:40:00,33.083586935868894,34.66653923843127,0.9461005884367728,,0,1
2019-01-30 19:50:00,33.08278333333333,34.667516666666664,0.3,290.0,0,1
2019-01-30 20:00:00,33.08220809370703,34.6673345791162,0.39143995533575815,,1,1
2019-01-30 20:10:00,33.08171287841438,34.667284309195885,0.2555022382343005,,1,1
2019-01-30 20:20:00,33.0814184118876,34.66728809829333,0.16599256464224937,,1,1
2019-01-30 20:30:00,33.08149414690803,34.66736018172378,0.1147087726444358,,1,1
2019-01-30 20:40:00,33.08186802152437,34.66745338021552,0.09374020022451508,,1,1
2019-01-30 20:50:00,33.08198333333333,34.66738333333333,0.0,101.0,1,1
2019-01-30 21:00:00,33.08161553148227,34.66738610259004,0.07528395069829327,,1,1
2019-01-30 21:10:00,33.08141913629843,34.66739755269473,0.08604491289836744,,1,1
2019-01-30 21:20:00,33.08180640580283,34.66744531533888,0.12402454031384111,,1,1
2019-01-30 21:30:00,33.08236399809093,34.6674153479721,0.1543463304547355,,1,1
2019-01-30 21:40:00,33.08317681748523,34.667268834124364,0.1731963090786412,,1,1
2019-01-30 21:50:00,33.083880293477954,34.667041843337024,0.16327470621184248,,1,1
2019-01-30 22:00:00,33.08414915323239,34.6669337266577,0.13966891140158175,,1,1
2019-01-30 22:10:00,33.08387566889712,34.66708435340485,0.12429458803269296,,1,1
2019-01-30 22:20:00,33.083505073817896,34.667172971568995,0.08908675276896008,,1,1
2019-01-30 22:30:00,33.08321535914328,34.66722747147854,0.0507688432061619,,1,1
2019-01-30 22:40:00,33.08312116821536,34.667287141516624,0.030084213187370756,,1,1
2019-01-30 22:50:00,33.08293487990284,34.66732425547589,0.019286194308562987,,1,1
2019-01-30 23:00:00,33.08282357296877,34.66733744801156,0.010842145659812924,,1,1
2019-01-30 23:10:00,33.08286141781881,34.66732020790979,0.00663306764364921,,1,1
2019-01-30 23:20:00,33.08304732014784,34.66732451165362,0.005163839978838292,,1,1
2019-01-30 23:30:00,33.08317199373523,34.66729822930486,0.004152151639111257,,1,1
2019-01-30 23:40:00,33.08319438797561,34.66724806421749,0.004069245467350463,,1,1
2019-01-30 23:50:00,33.083176317007606,34.667285641475075,0.004883701454222594,,1,1
2019-01-31 00:00:00,33.08316050492791,34.66727488030116,0.006620000293011685,,1,1
2019-01-31 00:10:00,33.08315004040275,34.667216267086374,0.010441735541476538,,1,1
2019-01-31 00:20:00,33.083148629411575,34.66725604487554,0.017005382758579823,,1,1
2019-01-31 00:30:00,33.08314759683,34.66729575072326,0.023547596236860646,,1,1
2019-01-31 00:40:00,33.083467911525446,34.667169315039764,0.03956793888591012,,1,1
2019-01-31 00:50:00,33.08373081971629,34.66701578579615,0.044699545020326664,,1,1
2019-01-31 01:00:00,33.08377494241285,34.66696348011587,0.04705493102528338,,1,1
2019-01-31 01:10:00,33.08362871495405,34.66704855188332,0.058499408899908234,,1,1
2019-01-31 01:20:00,33.08348897722528,34.66711611700118,0.06117548584144833,,1,1
2019-01-31 01:30:00,33.08332023420704,34.66718363180459,0.06726478579302543,,1,1
2019-01-31 01:40:00,33.08310165905034,34.667268546415215,0.0872328334534061,,1,1
2019-01-31 01:50:00,33.08286666666667,34.667366666666666,0.0,285.0,1,1
2019-01-31 02:00:00,33.08329602900758,34.6672465000614,0.17261032778864083,,1,1
2019-01-31 02:10:00,33.08392488386003,34.66675573052132,0.17144473851757344,,1,1
2019-01-31 02:20:00,33.084608009018616,34.6661689536096,0.15361828501484154,,1,1
2019-01-31 02:30:00,33.08482556500566,34.66601276847172,0.1399444154384303,,1,1
2019-01-31 02:40:00,33.084344620088665,34.66650249871297,0.13250805077136332,,1,1
2019-01-31 02:50:00,33.084061604786875,34.666798598024755,0.10939832068320925,,1,1
2019-01-31 03:00:00,33.083910627416834,34.66696559393262,0.0758348568063986,,1,1
2019-01-31 03:10:00,33.08384773705756,34.66694729713864,0.06491282687113623,,1,1
